DAC,Laser Power
1145,0.00312466
1146,0.00312065
1147,0.00311464
1148,0.00312667
1149,0.00313469
1150,0.00312667
1151,0.00314471
1152,0.0031427
1153,0.0031427
1154,0.00314872
1155,0.00315072
1156,0.00315272
1157,0.00315673
1158,0.00316675
1159,0.00316274
1160,0.00316074
1161,0.00317678
1162,0.00317277
1163,0.00316876
1164,0.00317076
1165,0.00318279
1166,0.00318479
1167,0.0031868
1168,0.00319281
1169,0.00319081
1170,0.00319682
1171,0.00320083
1172,0.00320083
1173,0.00320483
1174,0.00320083
1175,0.00322087
1176,0.00321486
1177,0.00321686
1178,0.00321285
1179,0.00322889
1180,0.00322488
1181,0.00322688
1182,0.0032369
1183,0.0032349
1184,0.00324091
1185,0.00324292
1186,0.00324693
1187,0.00324091
1188,0.00324693
1189,0.00324492
1190,0.00326096
1191,0.00326496
1192,0.00326496
1193,0.00326897
1194,0.00327098
1195,0.00327298
1196,0.00327298
1197,0.00327699
1198,0.003281
1199,0.00328701
1200,0.00329503
1201,0.00329302
1202,0.00329102
1203,0.00330304
1204,0.00328902
1205,0.00330705
1206,0.00330705
1207,0.00330705
1208,0.00331908
1209,0.00331307
1210,0.0033291
1211,0.0033271
1212,0.00332108
1213,0.0033311
1214,0.0033291
1215,0.0033291
1216,0.00334113
1217,0.00334113
1218,0.00334513
1219,0.00335115
1220,0.00334714
1221,0.00335516
1222,0.00336117
1223,0.00336117
1224,0.00336117
1225,0.00336718
1226,0.00336518
1227,0.00337319
1228,0.00337319
1229,0.0033772
1230,0.00338522
1231,0.00337921
1232,0.00338722
1233,0.00338923
1234,0.00339524
1235,0.00340125
1236,0.00340326
1237,0.00339324
1238,0.00340927
1239,0.00341528
1240,0.00341128
1241,0.00341528
1242,0.00341328
1243,0.00341929
1244,0.0034233
1245,0.00342731
1246,0.00343733
1247,0.00343332
1248,0.00343533
1249,0.00344134
1250,0.00343733
1251,0.00344334
1252,0.00344735
1253,0.00344535
1254,0.00345136
1255,0.00345737
1256,0.0034694
1257,0.00346539
1258,0.0034694
1259,0.00347341
1260,0.00348143
1261,0.00347541
1262,0.00348744
1263,0.00348343
1264,0.00349145
1265,0.00348944
1266,0.00349145
1267,0.00349546
1268,0.00350948
1269,0.00349746
1270,0.00351149
1271,0.00351149
1272,0.00351149
1273,0.0035155
1274,0.00352151
1275,0.00352552
1276,0.00351951
1277,0.00351951
1278,0.00352552
1279,0.00353354
1280,0.00354356
1281,0.00353554
1282,0.00353153
1283,0.00354356
1284,0.00354957
1285,0.00355759
1286,0.00355358
1287,0.00355358
1288,0.00355157
1289,0.0035636
1290,0.00356961
1291,0.00356761
1292,0.00357563
1293,0.00357563
1294,0.00357963
1295,0.00358966
1296,0.00357763
1297,0.00358565
1298,0.00358565
1299,0.00359366
1300,0.00359366
1301,0.00359767
1302,0.00360369
1303,0.00360769
1304,0.00359567
1305,0.00361371
1306,0.00360769
1307,0.00362573
1308,0.00362172
1309,0.00363175
1310,0.00362774
1311,0.00363175
1312,0.00363375
1313,0.00363976
1314,0.00364177
1315,0.00364578
1316,0.00364377
1317,0.00364978
1318,0.00364978
1319,0.00366381
1320,0.0036558
1321,0.00366381
1322,0.00366381
1323,0.00367384
1324,0.00367985
1325,0.00367183
1326,0.00367584
1327,0.00368386
1328,0.00367985
1329,0.00369388
1330,0.00369388
1331,0.00369989
1332,0.00369388
1333,0.00369789
1334,0.00369588
1335,0.0037039
1336,0.0037059
1337,0.00371793
1338,0.00372595
1339,0.00371793
1340,0.00372394
1341,0.00372595
1342,0.00372595
1343,0.00373196
1344,0.00373396
1345,0.00374799
1346,0.00375
1347,0.00373797
1348,0.00374799
1349,0.00374799
1350,0.00374799
1351,0.00375601
1352,0.00376002
1353,0.00376002
1354,0.00376002
1355,0.00377405
1356,0.00377204
1357,0.00378006
1358,0.00377605
1359,0.00378407
1360,0.0037981
1361,0.00378808
1362,0.00379008
1363,0.00378808
1364,0.0037961
1365,0.00380411
1366,0.00380812
1367,0.00380612
1368,0.00380812
1369,0.00381413
1370,0.00381614
1371,0.00381614
1372,0.00381814
1373,0.00381814
1374,0.00383017
1375,0.00383418
1376,0.00383217
1377,0.0038442
1378,0.00383618
1379,0.0038442
1380,0.0038462
1381,0.00384821
1382,0.00385823
1383,0.00385222
1384,0.00385622
1385,0.00386224
1386,0.00386224
1387,0.00386625
1388,0.00386625
1389,0.00387026
1390,0.00387827
1391,0.00387827
1392,0.00388629
1393,0.00389431
1394,0.00388829
1395,0.0038903
1396,0.0038903
1397,0.00390232
1398,0.00389631
1399,0.00390032
1400,0.00390834
1401,0.00390633
1402,0.00391435
1403,0.00391235
1404,0.00392637
1405,0.00392036
1406,0.00392036
1407,0.00392838
1408,0.00393038
1409,0.00393239
1410,0.00394441
1411,0.0039364
1412,0.00394441
1413,0.00395844
1414,0.00395243
1415,0.00394642
1416,0.00396646
1417,0.00395644
1418,0.00396045
1419,0.00395443
1420,0.00396045
1421,0.00397648
1422,0.00397849
1423,0.00397448
1424,0.00397849
1425,0.0039865
1426,0.00399452
1427,0.0039845
1428,0.00399853
1429,0.00399652
1430,0.00399252
1431,0.00401055
1432,0.00400454
1433,0.00401055
1434,0.00400655
1435,0.00401256
1436,0.00401256
1437,0.00402258
1438,0.00403661
1439,0.00403661
1440,0.00403661
1441,0.0040306
1442,0.00403861
1443,0.0040326
1444,0.00404262
1445,0.00404262
1446,0.00404864
1447,0.00405064
1448,0.00405465
1449,0.00406667
1450,0.00406467
1451,0.00407068
1452,0.0040787
1453,0.00406467
1454,0.00407469
1455,0.0040787
1456,0.00408672
1457,0.00408872
1458,0.00408471
1459,0.00409473
1460,0.00409073
1461,0.00409073
1462,0.00410275
1463,0.00410075
1464,0.00410476
1465,0.00410476
1466,0.00411277
1467,0.0041268
1468,0.00411678
1469,0.00411678
1470,0.00412881
1471,0.00412279
1472,0.00413282
1473,0.00412881
1474,0.00413482
1475,0.00414685
1476,0.00414885
1477,0.00414885
1478,0.00414685
1479,0.00415687
1480,0.00416288
1481,0.00415286
1482,0.00416689
1483,0.00416087
1484,0.00416889
1485,0.0041729
1486,0.00417691
1487,0.00417691
1488,0.00417891
1489,0.00418292
1490,0.00418693
1491,0.00418693
1492,0.00419094
1493,0.00419094
1494,0.00420296
1495,0.00420096
1496,0.00420096
1497,0.00420296
1498,0.00421098
1499,0.00421299
1500,0.00421499
1501,0.00421299
1502,0.004219
1503,0.00422501
1504,0.00422702
1505,0.00423503
1506,0.00423102
1507,0.00424105
1508,0.00424706
1509,0.00424505
1510,0.00424105
1511,0.00425508
1512,0.00425307
1513,0.00425508
1514,0.00425508
1515,0.0042671
1516,0.00425708
1517,0.00427111
1518,0.00427512
1519,0.0042671
1520,0.00427311
1521,0.00428314
1522,0.00429115
1523,0.00429115
1524,0.00429316
1525,0.00429516
1526,0.00429717
1527,0.00429717
1528,0.00430518
1529,0.0043132
1530,0.0043112
1531,0.0043152
1532,0.0043132
1533,0.0043152
1534,0.00432322
1535,0.00432122
1536,0.00431921
1537,0.00432923
1538,0.00433926
1539,0.00433324
1540,0.00433725
1541,0.00434527
1542,0.00434527
1543,0.00435128
1544,0.00435329
1545,0.00435329
1546,0.00435529
1547,0.00436331
1548,0.00436932
1549,0.00436932
1550,0.00437333
1551,0.00437533
1552,0.00437734
1553,0.00437934
1554,0.00438936
1555,0.00437734
1556,0.00438736
1557,0.00438936
1558,0.00439938
1559,0.00440139
1560,0.0044054
1561,0.00440941
1562,0.00441141
1563,0.00440941
1564,0.00441742
1565,0.00441742
1566,0.00442744
1567,0.00441742
1568,0.00442945
1569,0.00443546
1570,0.00443145
1571,0.00443546
1572,0.00443346
1573,0.00443546
1574,0.00444348
1575,0.00444949
1576,0.00444949
1577,0.0044555
1578,0.0044555
1579,0.00445951
1580,0.00446552
1581,0.00446152
1582,0.00447555
1583,0.00447956
1584,0.00447354
1585,0.00447755
1586,0.00448156
1587,0.00448356
1588,0.00448356
1589,0.00448356
1590,0.00449158
1591,0.0044996
1592,0.00450361
1593,0.00450561
1594,0.00450561
1595,0.00451563
1596,0.00451563
1597,0.00451162
1598,0.00451764
1599,0.00452164
1600,0.00452365
1601,0.00453167
1602,0.00453367
1603,0.00454369
1604,0.00453768
1605,0.00455371
1606,0.00454169
1607,0.00455371
1608,0.00455371
1609,0.00455572
1610,0.00456574
1611,0.00455371
1612,0.00456173
1613,0.00456574
1614,0.00456574
1615,0.00457777
1616,0.00457576
1617,0.00457977
1618,0.00457977
1619,0.00458177
1620,0.00458979
1621,0.0045938
1622,0.00460382
1623,0.00460181
1624,0.00459981
1625,0.00460382
